OMRÅDE;BEVOKSNING;TID;INDHOLD
Gråsten;Hjælpearealer;2000;25,8
Gråsten;Skovbevokset areal i alt;1990;717,4
Gråsten;Skovbevokset areal i alt;2000;753,4
Gråsten;Midlertidig ubevokset;1990;1,8
Gråsten;Midlertidig ubevokset;2000;0,0
Gråsten;Løvtræer, areal i alt;1990;522,3
Gråsten;Løvtræer, areal i alt;2000;557,4
Gråsten;Bøg;1990;385,7
Gråsten;Bøg;2000;401,7
Gråsten;Eg;1990;89,3
Gråsten;Eg;2000;100,3
Gråsten;Ask;1990;31,5
Gråsten;Ask;2000;39,1
Gråsten;Ær (Ahorn);1990;1,0
Gråsten;Ær (Ahorn);2000;1,0
Gråsten;Andre løvtræarter;1990;14,8
Gråsten;Andre løvtræarter;2000;15,3
Gråsten;Nåletræer i alt;1990;193,3
Gråsten;Nåletræer i alt;2000;196,0
Gråsten;Rødgran;1990;125,0
Gråsten;Rødgran;2000;126,4
Gråsten;Sitkagran mv.;1990;30,0
Gråsten;Sitkagran mv.;2000;21,4
Gråsten;Nobilis;1990;1,0
Gråsten;Nobilis;2000;3,6
Gråsten;Nordmannsgran;1990;12,1
Gråsten;Nordmannsgran;2000;15,3
Gråsten;Andre ædelgranarter;1990;8,3
Gråsten;Andre ædelgranarter;2000;7,6
Gråsten;Andre nåletræarter;1990;16,9
Gråsten;Andre nåletræarter;2000;21,7
Haderslev;Skovareal i alt;1990;1890,7
Haderslev;Skovareal i alt;2000;2113,5
Haderslev;Hjælpearealer;1990;88,2
Haderslev;Hjælpearealer;2000;25,6
Haderslev;Skovbevokset areal i alt;1990;1802,5
Haderslev;Skovbevokset areal i alt;2000;2087,9
Haderslev;Midlertidig ubevokset;1990;4,5
Haderslev;Midlertidig ubevokset;2000;11,1
Haderslev;Løvtræer, areal i alt;1990;1310,5
Haderslev;Løvtræer, areal i alt;2000;1493,5
Haderslev;Bøg;1990;909,2
Haderslev;Bøg;2000;1025,7
Haderslev;Eg;1990;122,0
Haderslev;Eg;2000;160,0
Haderslev;Ask;1990;146,7
Haderslev;Ask;2000;150,9
Haderslev;Ær (Ahorn);1990;76,0
Haderslev;Ær (Ahorn);2000;88,1
Haderslev;Andre løvtræarter;1990;56,6
Haderslev;Andre løvtræarter;2000;68,8
Haderslev;Nåletræer i alt;1990;487,5
Haderslev;Nåletræer i alt;2000;583,3
Haderslev;Rødgran;1990;310,7
Haderslev;Rødgran;2000;244,9
Haderslev;Sitkagran mv.;1990;91,9
Haderslev;Sitkagran mv.;2000;93,0
Haderslev;Nobilis;1990;4,9
Haderslev;Nobilis;2000;20,8
Haderslev;Nordmannsgran;1990;39,6
Haderslev;Nordmannsgran;2000;201,7
Haderslev;Andre ædelgranarter;1990;15,1
Haderslev;Andre ædelgranarter;2000;9,0
Haderslev;Andre nåletræarter;1990;25,3
Haderslev;Andre nåletræarter;2000;13,9
Højer;Skovareal i alt;1990;184,8
Højer;Skovareal i alt;2000;192,8
Højer;Hjælpearealer;1990;3,6
Højer;Hjælpearealer;2000;3,4
Højer;Skovbevokset areal i alt;1990;181,2
Højer;Skovbevokset areal i alt;2000;189,4
Højer;Midlertidig ubevokset;1990;11,8
Højer;Midlertidig ubevokset;2000;2,0
Højer;Løvtræer, areal i alt;1990;34,1
Højer;Løvtræer, areal i alt;2000;50,7
Højer;Bøg;1990;3,8
Højer;Bøg;2000;8,2
Højer;Eg;1990;8,6
Højer;Eg;2000;11,8
Højer;Ask;1990;11,2
Højer;Ask;2000;4,1
Højer;Ær (Ahorn);1990;1,6
Højer;Ær (Ahorn);2000;0,1
Højer;Andre løvtræarter;1990;8,9
Højer;Andre løvtræarter;2000;26,5
Højer;Nåletræer i alt;1990;135,3
Højer;Nåletræer i alt;2000;136,7
Højer;Rødgran;1990;55,8
Højer;Rødgran;2000;63,3
Højer;Sitkagran mv.;1990;48,4
Højer;Sitkagran mv.;2000;19,9
Højer;Nobilis;1990;0,9
Højer;Nobilis;2000;0,2
Højer;Nordmannsgran;1990;1,5
Højer;Nordmannsgran;2000;7,3
Højer;Andre ædelgranarter;1990;6,8
Højer;Andre ædelgranarter;2000;11,7
Højer;Andre nåletræarter;1990;21,9
Højer;Andre nåletræarter;2000;34,3
Lundtoft;Skovareal i alt;1990;830,4
Lundtoft;Skovareal i alt;2000;956,1
Lundtoft;Hjælpearealer;1990;17,5
Lundtoft;Hjælpearealer;2000;19,4
Lundtoft;Skovbevokset areal i alt;1990;812,9
Lundtoft;Skovbevokset areal i alt;2000;936,7
Lundtoft;Midlertidig ubevokset;1990;5,0
Lundtoft;Midlertidig ubevokset;2000;3,8
Lundtoft;Løvtræer, areal i alt;1990;325,7
Lundtoft;Løvtræer, areal i alt;2000;428,9
Lundtoft;Bøg;1990;185,5
Lundtoft;Bøg;2000;226,2
Lundtoft;Eg;1990;68,8
Lundtoft;Eg;2000;91,9
Lundtoft;Ask;1990;16,7
Lundtoft;Ask;2000;36,2
Lundtoft;Ær (Ahorn);1990;9,4
Lundtoft;Ær (Ahorn);2000;11,3
Lundtoft;Andre løvtræarter;1990;45,3
Lundtoft;Andre løvtræarter;2000;63,3
Lundtoft;Nåletræer i alt;1990;482,2
Lundtoft;Nåletræer i alt;2000;504,0
Lundtoft;Rødgran;1990;350,7
Lundtoft;Rødgran;2000;327,6
Lundtoft;Sitkagran mv.;1990;42,2
Lundtoft;Sitkagran mv.;2000;46,5
Lundtoft;Nobilis;1990;5,5
Lundtoft;Nobilis;2000;7,7
Lundtoft;Nordmannsgran;1990;19,7
Lundtoft;Nordmannsgran;2000;58,6
Lundtoft;Andre ædelgranarter;1990;32,0
Lundtoft;Andre ædelgranarter;2000;34,2
Lundtoft;Andre nåletræarter;1990;32,1
Lundtoft;Andre nåletræarter;2000;29,4
Løgumkloster;Skovareal i alt;1990;1153,4
Løgumkloster;Skovareal i alt;2000;1251,3
Løgumkloster;Hjælpearealer;1990;55,7
Løgumkloster;Hjælpearealer;2000;18,4
Løgumkloster;Skovbevokset areal i alt;1990;1097,7
Løgumkloster;Skovbevokset areal i alt;2000;1232,9
Løgumkloster;Midlertidig ubevokset;1990;4,4
Løgumkloster;Midlertidig ubevokset;2000;57,3
Løgumkloster;Løvtræer, areal i alt;1990;284,2
Løgumkloster;Løvtræer, areal i alt;2000;361,6
Løgumkloster;Bøg;1990;50,9
Løgumkloster;Bøg;2000;71,5
Løgumkloster;Eg;1990;120,5
Løgumkloster;Eg;2000;177,7
Løgumkloster;Ask;1990;31,1
Løgumkloster;Ask;2000;24,5
Løgumkloster;Ær (Ahorn);1990;2,6
Løgumkloster;Ær (Ahorn);2000;5,2
Løgumkloster;Andre løvtræarter;1990;79,1
Løgumkloster;Andre løvtræarter;2000;82,7
Løgumkloster;Nåletræer i alt;1990;809,1
Løgumkloster;Nåletræer i alt;2000;814,0
Løgumkloster;Rødgran;1990;550,7
Løgumkloster;Rødgran;2000;540,7
Løgumkloster;Sitkagran mv.;1990;157,8
Løgumkloster;Sitkagran mv.;2000;130,3
Løgumkloster;Nobilis;1990;4,7
Løgumkloster;Nobilis;2000;13,0
Løgumkloster;Nordmannsgran;1990;25,8
Løgumkloster;Nordmannsgran;2000;31,9
Løgumkloster;Andre ædelgranarter;1990;14,7
Løgumkloster;Andre ædelgranarter;2000;9,0
Løgumkloster;Andre nåletræarter;1990;55,4
Løgumkloster;Andre nåletræarter;2000;89,1
Nordborg;Skovareal i alt;1990;820,9
Nordborg;Skovareal i alt;2000;814,6
Nordborg;Hjælpearealer;1990;105,9
Nordborg;Hjælpearealer;2000;9,9
Nordborg;Skovbevokset areal i alt;1990;715,0
Nordborg;Skovbevokset areal i alt;2000;804,7
Nordborg;Midlertidig ubevokset;1990;2,5
Nordborg;Midlertidig ubevokset;2000;1,0
Nordborg;Løvtræer, areal i alt;1990;608,5
Nordborg;Løvtræer, areal i alt;2000;689,9
Nordborg;Bøg;1990;362,1
Nordborg;Bøg;2000;389,2
Nordborg;Eg;1990;60,3
Nordborg;Eg;2000;70,8
Nordborg;Ask;1990;57,6
Nordborg;Ask;2000;76,4
Nordborg;Ær (Ahorn);1990;37,0
Nordborg;Ær (Ahorn);2000;29,0
Nordborg;Andre løvtræarter;1990;91,5
Nordborg;Andre løvtræarter;2000;124,5
Nordborg;Nåletræer i alt;1990;104,0
Nordborg;Nåletræer i alt;2000;113,8
Nordborg;Rødgran;1990;43,3
Nordborg;Rødgran;2000;40,4
Nordborg;Sitkagran mv.;1990;21,4
Nordborg;Sitkagran mv.;2000;19,7
Nordborg;Nobilis;1990;6,1
Nordborg;Nobilis;2000;7,9
Nordborg;Nordmannsgran;1990;20,1
Nordborg;Nordmannsgran;2000;30,5
Nordborg;Andre ædelgranarter;1990;8,0
Nordborg;Andre ædelgranarter;2000;8,9
Nordborg;Andre nåletræarter;1990;5,1
Nordborg;Andre nåletræarter;2000;6,4
Nørre Rangstrup;Skovareal i alt;1990;1688,8
Nørre Rangstrup;Skovareal i alt;2000;2304,1
Nørre Rangstrup;Hjælpearealer;1990;89,4
Nørre Rangstrup;Hjælpearealer;2000;50,0
Nørre Rangstrup;Skovbevokset areal i alt;1990;1599,4
Nørre Rangstrup;Skovbevokset areal i alt;2000;2254,1
Nørre Rangstrup;Midlertidig ubevokset;1990;12,6
Nørre Rangstrup;Midlertidig ubevokset;2000;19,1
Nørre Rangstrup;Løvtræer, areal i alt;1990;306,1
Nørre Rangstrup;Løvtræer, areal i alt;2000;514,7
Nørre Rangstrup;Bøg;1990;56,0
Nørre Rangstrup;Bøg;2000;108,0
Nørre Rangstrup;Eg;1990;163,0
Nørre Rangstrup;Eg;2000;267,2
Nørre Rangstrup;Ask;1990;12,5
Nørre Rangstrup;Ask;2000;12,4
Nørre Rangstrup;Ær (Ahorn);1990;4,1
Nørre Rangstrup;Ær (Ahorn);2000;10,0
Nørre Rangstrup;Andre løvtræarter;1990;70,5
Nørre Rangstrup;Andre løvtræarter;2000;117,1
Nørre Rangstrup;Nåletræer i alt;1990;1280,7
Nørre Rangstrup;Nåletræer i alt;2000;1720,3
Nørre Rangstrup;Rødgran;1990;914,5
Nørre Rangstrup;Rødgran;2000;994,0
Nørre Rangstrup;Sitkagran mv.;1990;213,3
Nørre Rangstrup;Sitkagran mv.;2000;186,1
Nørre Rangstrup;Nobilis;1990;16,9
Nørre Rangstrup;Nobilis;2000;113,5
Nørre Rangstrup;Nordmannsgran;1990;22,5
Nørre Rangstrup;Nordmannsgran;2000;137,4
Nørre Rangstrup;Andre ædelgranarter;1990;52,7
Nørre Rangstrup;Andre ædelgranarter;2000;87,4
Nørre Rangstrup;Andre nåletræarter;1990;60,8
Nørre Rangstrup;Andre nåletræarter;2000;201,9
Rødding;Skovareal i alt;1990;1577,7
Rødding;Skovareal i alt;2000;1815,6
Rødding;Hjælpearealer;1990;96,5
Rødding;Hjælpearealer;2000;24,6
Rødding;Skovbevokset areal i alt;1990;1481,2
Rødding;Skovbevokset areal i alt;2000;1791,0
Rødding;Midlertidig ubevokset;1990;13,1
Rødding;Midlertidig ubevokset;2000;11,1
Rødding;Løvtræer, areal i alt;1990;682,1
Rødding;Løvtræer, areal i alt;2000;856,6
Rødding;Bøg;1990;356,7
Rødding;Bøg;2000;444,4
Rødding;Eg;1990;132,8
Rødding;Eg;2000;216,4
Rødding;Ask;1990;114,8
Rødding;Ask;2000;101,2
Rødding;Ær (Ahorn);1990;18,2
Rødding;Ær (Ahorn);2000;15,6
Rødding;Andre løvtræarter;1990;59,6
Rødding;Andre løvtræarter;2000;79,0
Rødding;Nåletræer i alt;1990;786,0
Rødding;Nåletræer i alt;2000;923,3
Rødding;Rødgran;1990;446,1
Rødding;Rødgran;2000;451,7
Rødding;Sitkagran mv.;1990;244,3
Rødding;Sitkagran mv.;2000;235,4
Rødding;Nobilis;1990;7,7
Rødding;Nobilis;2000;18,6
Rødding;Nordmannsgran;1990;28,8
Rødding;Nordmannsgran;2000;120,0
Rødding;Andre ædelgranarter;1990;26,7
Rødding;Andre ædelgranarter;2000;27,0
Rødding;Andre nåletræarter;1990;32,4
Rødding;Andre nåletræarter;2000;70,6
Rødekro;Skovareal i alt;1990;941,2
Rødekro;Skovareal i alt;2000;1082,7
Rødekro;Hjælpearealer;1990;22,6
Rødekro;Hjælpearealer;2000;14,1
Rødekro;Skovbevokset areal i alt;1990;918,6
Rødekro;Skovbevokset areal i alt;2000;1068,6
Rødekro;Midlertidig ubevokset;1990;10,6
Rødekro;Midlertidig ubevokset;2000;7,8
Rødekro;Løvtræer, areal i alt;1990;266,5
Rødekro;Løvtræer, areal i alt;2000;361,4
Rødekro;Bøg;1990;146,3
Rødekro;Bøg;2000;182,4
Rødekro;Eg;1990;43,2
Rødekro;Eg;2000;73,5
Rødekro;Ask;1990;37,7
Rødekro;Ask;2000;34,0
Rødekro;Ær (Ahorn);1990;15,4
Rødekro;Ær (Ahorn);2000;15,8
Rødekro;Andre løvtræarter;1990;23,9
Rødekro;Andre løvtræarter;2000;55,7
Rødekro;Nåletræer i alt;1990;641,5
Rødekro;Nåletræer i alt;2000;699,4
Rødekro;Rødgran;1990;462,8
Rødekro;Rødgran;2000;443,0
Rødekro;Sitkagran mv.;1990;94,4
Rødekro;Sitkagran mv.;2000;99,3
Rødekro;Nobilis;1990;8,0
Rødekro;Nobilis;2000;21,4
Rødekro;Nordmannsgran;1990;21,9
Rødekro;Nordmannsgran;2000;47,9
Rødekro;Andre ædelgranarter;1990;21,6
Rødekro;Andre ædelgranarter;2000;22,2
Rødekro;Andre nåletræarter;1990;32,8
Rødekro;Andre nåletræarter;2000;65,6
Skærbæk;Skovareal i alt;1990;2106,4
Skærbæk;Skovareal i alt;2000;2209,1
Skærbæk;Hjælpearealer;1990;126,0
Skærbæk;Hjælpearealer;2000;38,1
Skærbæk;Skovbevokset areal i alt;1990;1980,4
Skærbæk;Skovbevokset areal i alt;2000;2171,0
Skærbæk;Midlertidig ubevokset;1990;8,4
Skærbæk;Midlertidig ubevokset;2000;32,8
Skærbæk;Løvtræer, areal i alt;1990;211,7
Skærbæk;Løvtræer, areal i alt;2000;336,8
Skærbæk;Bøg;1990;12,1
Skærbæk;Bøg;2000;43,8
Skærbæk;Eg;1990;140,1
Skærbæk;Eg;2000;191,1
Skærbæk;Ask;1990;1,5
Skærbæk;Ask;2000;10,8
Skærbæk;Ær (Ahorn);1990;0,5
Skærbæk;Ær (Ahorn);2000;4,3
Skærbæk;Andre løvtræarter;1990;57,5
Skærbæk;Andre løvtræarter;2000;86,8
Skærbæk;Nåletræer i alt;1990;1760,3
Skærbæk;Nåletræer i alt;2000;1801,4
Skærbæk;Rødgran;1990;738,4
Skærbæk;Rødgran;2000;683,1
Skærbæk;Sitkagran mv.;1990;258,8
Skærbæk;Sitkagran mv.;2000;255,5
Skærbæk;Nobilis;1990;9,1
Skærbæk;Nobilis;2000;14,7
Skærbæk;Nordmannsgran;1990;80,2
Skærbæk;Nordmannsgran;2000;80,7
Skærbæk;Andre ædelgranarter;1990;97,1
Skærbæk;Andre ædelgranarter;2000;108,0
Skærbæk;Andre nåletræarter;1990;576,7
Skærbæk;Andre nåletræarter;2000;659,4
Sundeved;Skovareal i alt;1990;341,6
Sundeved;Skovareal i alt;2000;376,0
Sundeved;Hjælpearealer;1990;13,9
Sundeved;Hjælpearealer;2000;2,0
Sundeved;Skovbevokset areal i alt;1990;327,7
Sundeved;Skovbevokset areal i alt;2000;374,0
Sundeved;Midlertidig ubevokset;1990;0,2
Sundeved;Midlertidig ubevokset;2000;0,0
Sundeved;Løvtræer, areal i alt;1990;307,5
Sundeved;Løvtræer, areal i alt;2000;348,3
Sundeved;Bøg;1990;213,6
Sundeved;Bøg;2000;248,4
Sundeved;Eg;1990;16,4
Sundeved;Eg;2000;14,0
Sundeved;Ask;1990;35,1
Sundeved;Ask;2000;40,3
Sundeved;Ær (Ahorn);1990;20,8
Sundeved;Ær (Ahorn);2000;16,7
Sundeved;Andre løvtræarter;1990;21,6
Sundeved;Andre løvtræarter;2000;28,9
Sundeved;Nåletræer i alt;1990;20,0
Sundeved;Nåletræer i alt;2000;25,7
Sundeved;Rødgran;1990;11,8
Sundeved;Rødgran;2000;8,7
Sundeved;Sitkagran mv.;1990;3,2
Sundeved;Sitkagran mv.;2000;1,7
Sundeved;Nobilis;1990;1,5
Sundeved;Nobilis;2000;1,4
Sundeved;Nordmannsgran;1990;3,0
Sundeved;Nordmannsgran;2000;13,6
Sundeved;Andre ædelgranarter;1990;0,0
Sundeved;Andre ædelgranarter;2000;0,0
Sundeved;Andre nåletræarter;1990;0,5
Sundeved;Andre nåletræarter;2000;0,3
Sydals;Skovareal i alt;1990;217,8
Sydals;Skovareal i alt;2000;240,0
Sydals;Hjælpearealer;1990;19,4
Sydals;Hjælpearealer;2000;2,5
Sydals;Skovbevokset areal i alt;1990;198,4
Sydals;Skovbevokset areal i alt;2000;237,5
Sydals;Midlertidig ubevokset;1990;0,6
Sydals;Midlertidig ubevokset;2000;0,9
Sydals;Løvtræer, areal i alt;1990;182,4
Sydals;Løvtræer, areal i alt;2000;209,7
Sydals;Bøg;1990;89,3
Sydals;Bøg;2000;94,7
Sydals;Eg;1990;3,6
Sydals;Eg;2000;3,9
Sydals;Ask;1990;39,5
Sydals;Ask;2000;48,1
Sydals;Ær (Ahorn);1990;13,1
Sydals;Ær (Ahorn);2000;11,0
Sydals;Andre løvtræarter;1990;36,9
Sydals;Andre løvtræarter;2000;52,0
Sydals;Nåletræer i alt;1990;15,4
Sydals;Nåletræer i alt;2000;26,9
Sydals;Rødgran;1990;5,2
Sydals;Rødgran;2000;7,1
Sydals;Sitkagran mv.;1990;6,3
Sydals;Sitkagran mv.;2000;5,8
Sydals;Nobilis;1990;0,0
Sydals;Nobilis;2000;0,3
Sydals;Nordmannsgran;1990;2,5
Sydals;Nordmannsgran;2000;8,3
Sydals;Andre ædelgranarter;1990;0,9
Sydals;Andre ædelgranarter;2000;0,5
Sydals;Andre nåletræarter;1990;0,5
Sydals;Andre nåletræarter;2000;4,9
Sønderborg;Skovareal i alt;1990;649,6
Sønderborg;Skovareal i alt;2000;548,7
Sønderborg;Hjælpearealer;1990;129,4
Sønderborg;Hjælpearealer;2000;21,0
Sønderborg;Skovbevokset areal i alt;1990;520,2
Sønderborg;Skovbevokset areal i alt;2000;527,7
Sønderborg;Midlertidig ubevokset;1990;1,9
Sønderborg;Midlertidig ubevokset;2000;0,0
Sønderborg;Løvtræer, areal i alt;1990;427,2
Sønderborg;Løvtræer, areal i alt;2000;439,1
Sønderborg;Bøg;1990;246,8
Sønderborg;Bøg;2000;262,1
Sønderborg;Eg;1990;78,6
Sønderborg;Eg;2000;76,3
Sønderborg;Ask;1990;60,1
Sønderborg;Ask;2000;55,2
Sønderborg;Ær (Ahorn);1990;20,7
Sønderborg;Ær (Ahorn);2000;21,4
Sønderborg;Andre løvtræarter;1990;21,0
Sønderborg;Andre løvtræarter;2000;24,1
Sønderborg;Nåletræer i alt;1990;91,1
Sønderborg;Nåletræer i alt;2000;88,6
Sønderborg;Rødgran;1990;42,9
Sønderborg;Rødgran;2000;43,4
Sønderborg;Sitkagran mv.;1990;28,1
Sønderborg;Sitkagran mv.;2000;31,6
Sønderborg;Nobilis;1990;2,1
Sønderborg;Nobilis;2000;0,7
Sønderborg;Nordmannsgran;1990;10,3
Sønderborg;Nordmannsgran;2000;5,2
Sønderborg;Andre ædelgranarter;1990;3,1
Sønderborg;Andre ædelgranarter;2000;2,5
Sønderborg;Andre nåletræarter;1990;4,6
Sønderborg;Andre nåletræarter;2000;5,2
Tinglev;Skovareal i alt;1990;1580,8
Tinglev;Skovareal i alt;2000;1891,6
Tinglev;Hjælpearealer;1990;38,2
Tinglev;Hjælpearealer;2000;33,5
Tinglev;Skovbevokset areal i alt;1990;1542,6
Tinglev;Skovbevokset areal i alt;2000;1858,1
Tinglev;Midlertidig ubevokset;1990;13,6
Tinglev;Midlertidig ubevokset;2000;22,7
Tinglev;Løvtræer, areal i alt;1990;153,1
Tinglev;Løvtræer, areal i alt;2000;324,1
Tinglev;Bøg;1990;42,7
Tinglev;Bøg;2000;62,0
Tinglev;Eg;1990;30,2
Tinglev;Eg;2000;47,7
Tinglev;Ask;1990;6,8
Tinglev;Ask;2000;7,0
Tinglev;Ær (Ahorn);1990;2,4
Tinglev;Ær (Ahorn);2000;4,3
Tinglev;Andre løvtræarter;1990;71,0
Tinglev;Andre løvtræarter;2000;203,1
Tinglev;Nåletræer i alt;1990;1375,9
Tinglev;Nåletræer i alt;2000;1511,3
Tinglev;Rødgran;1990;1091,1
Tinglev;Rødgran;2000;1163,4
Tinglev;Sitkagran mv.;1990;162,9
Tinglev;Sitkagran mv.;2000;150,2
Tinglev;Nobilis;1990;10,5
Tinglev;Nobilis;2000;14,0
Tinglev;Nordmannsgran;1990;31,3
Tinglev;Nordmannsgran;2000;72,7
Tinglev;Andre ædelgranarter;1990;29,1
Tinglev;Andre ædelgranarter;2000;28,5
Tinglev;Andre nåletræarter;1990;51,0
Tinglev;Andre nåletræarter;2000;82,5
Tønder;Skovareal i alt;1990;442,8
Tønder;Skovareal i alt;2000;683,9
Tønder;Hjælpearealer;1990;24,9
Tønder;Hjælpearealer;2000;12,6
Tønder;Skovbevokset areal i alt;1990;417,9
Tønder;Skovbevokset areal i alt;2000;671,3
Tønder;Midlertidig ubevokset;1990;3,7
Tønder;Midlertidig ubevokset;2000;14,0
Tønder;Løvtræer, areal i alt;1990;108,3
Tønder;Løvtræer, areal i alt;2000;187,3
Tønder;Bøg;1990;27,6
Tønder;Bøg;2000;46,8
Tønder;Eg;1990;27,3
Tønder;Eg;2000;56,7
Tønder;Ask;1990;7,1
Tønder;Ask;2000;16,9
Tønder;Ær (Ahorn);1990;1,0
Tønder;Ær (Ahorn);2000;1,3
Tønder;Andre løvtræarter;1990;45,3
Tønder;Andre løvtræarter;2000;65,6
Tønder;Nåletræer i alt;1990;305,9
Tønder;Nåletræer i alt;2000;470,0
Tønder;Rødgran;1990;144,0
Tønder;Rødgran;2000;128,6
Tønder;Sitkagran mv.;1990;123,8
Tønder;Sitkagran mv.;2000;188,8
Tønder;Nobilis;1990;1,8
Tønder;Nobilis;2000;20,1
Tønder;Nordmannsgran;1990;3,1
Tønder;Nordmannsgran;2000;47,9
Tønder;Andre ædelgranarter;1990;4,0
Tønder;Andre ædelgranarter;2000;13,7
Tønder;Andre nåletræarter;1990;29,2
Tønder;Andre nåletræarter;2000;70,9
Vojens;Skovareal i alt;1990;2636,7
Vojens;Skovareal i alt;2000;2987,1
Vojens;Hjælpearealer;1990;276,5
Vojens;Hjælpearealer;2000;55,9
Vojens;Skovbevokset areal i alt;1990;2360,2
Vojens;Skovbevokset areal i alt;2000;2931,2
Vojens;Midlertidig ubevokset;1990;34,3
Vojens;Midlertidig ubevokset;2000;33,2
Vojens;Løvtræer, areal i alt;1990;737,4
Vojens;Løvtræer, areal i alt;2000;1148,7
Vojens;Bøg;1990;464,1
Vojens;Bøg;2000;688,3
Vojens;Eg;1990;129,9
Vojens;Eg;2000;286,0
Vojens;Ask;1990;68,9
Vojens;Ask;2000;73,5
Vojens;Ær (Ahorn);1990;18,3
Vojens;Ær (Ahorn);2000;17,8
Vojens;Andre løvtræarter;1990;56,2
Vojens;Andre løvtræarter;2000;83,1
Vojens;Nåletræer i alt;1990;1588,5
Vojens;Nåletræer i alt;2000;1749,3
Vojens;Rødgran;1990;1222,7
Vojens;Rødgran;2000;1152,8
Vojens;Sitkagran mv.;1990;174,3
Vojens;Sitkagran mv.;2000;152,0
Vojens;Nobilis;1990;8,3
Vojens;Nobilis;2000;36,3
Vojens;Nordmannsgran;1990;27,2
Vojens;Nordmannsgran;2000;158,0
Vojens;Andre ædelgranarter;1990;67,6
Vojens;Andre ædelgranarter;2000;79,8
Vojens;Andre nåletræarter;1990;88,4
Vojens;Andre nåletræarter;2000;170,4
Aabenraa;Skovareal i alt;1990;1750,0
Aabenraa;Skovareal i alt;2000;1892,5
Aabenraa;Hjælpearealer;1990;42,0
Aabenraa;Hjælpearealer;2000;41,0
Aabenraa;Skovbevokset areal i alt;1990;1708,0
Aabenraa;Skovbevokset areal i alt;2000;1851,5
Aabenraa;Midlertidig ubevokset;1990;10,0
Aabenraa;Midlertidig ubevokset;2000;6,8
Aabenraa;Løvtræer, areal i alt;1990;1142,4
Aabenraa;Løvtræer, areal i alt;2000;1311,8
Aabenraa;Bøg;1990;752,5
Aabenraa;Bøg;2000;860,4
Aabenraa;Eg;1990;192,8
Aabenraa;Eg;2000;228,3
Aabenraa;Ask;1990;125,4
Aabenraa;Ask;2000;119,6
Aabenraa;Ær (Ahorn);1990;17,3
Aabenraa;Ær (Ahorn);2000;15,5
Aabenraa;Andre løvtræarter;1990;54,4
Aabenraa;Andre løvtræarter;2000;88,0
Aabenraa;Nåletræer i alt;1990;555,6
Aabenraa;Nåletræer i alt;2000;532,9
Aabenraa;Rødgran;1990;369,6
Aabenraa;Rødgran;2000;325,1
Aabenraa;Sitkagran mv.;1990;67,2
Aabenraa;Sitkagran mv.;2000;57,0
Aabenraa;Nobilis;1990;9,6
Aabenraa;Nobilis;2000;12,9
Aabenraa;Nordmannsgran;1990;32,3
Aabenraa;Nordmannsgran;2000;62,2
Aabenraa;Andre ædelgranarter;1990;23,0
Aabenraa;Andre ædelgranarter;2000;18,1
Aabenraa;Andre nåletræarter;1990;53,9
Aabenraa;Andre nåletræarter;2000;57,6
Ribe Amt;Skovareal i alt;1990;30965,0
Ribe Amt;Skovareal i alt;2000;33398,9
Ribe Amt;Hjælpearealer;1990;2149,4
Ribe Amt;Hjælpearealer;2000;910,6
Ribe Amt;Skovbevokset areal i alt;1990;28815,6
Ribe Amt;Skovbevokset areal i alt;2000;32488,3
Ribe Amt;Midlertidig ubevokset;1990;425,9
Ribe Amt;Midlertidig ubevokset;2000;350,9
Ribe Amt;Løvtræer, areal i alt;1990;2725,1
Ribe Amt;Løvtræer, areal i alt;2000;4826,3
Ribe Amt;Bøg;1990;865,9
Ribe Amt;Bøg;2000;1324,2
Ribe Amt;Eg;1990;1253,2
Ribe Amt;Eg;2000;2158,2
Ribe Amt;Ask;1990;50,3
Ribe Amt;Ask;2000;94,9
Ribe Amt;Ær (Ahorn);1990;37,4
Ribe Amt;Ær (Ahorn);2000;68,5
Ribe Amt;Andre løvtræarter;1990;518,3
Ribe Amt;Andre løvtræarter;2000;1180,5
Ribe Amt;Nåletræer i alt;1990;25664,6
Ribe Amt;Nåletræer i alt;2000;27311,1
Ribe Amt;Rødgran;1990;11185,6
Ribe Amt;Rødgran;2000;11090,0
Ribe Amt;Sitkagran mv.;1990;3424,1
Ribe Amt;Sitkagran mv.;2000;3626,4
Ribe Amt;Nobilis;1990;192,8
Ribe Amt;Nobilis;2000;446,9
Ribe Amt;Nordmannsgran;1990;348,3
Ribe Amt;Nordmannsgran;2000;951,6
Ribe Amt;Andre ædelgranarter;1990;885,0
Ribe Amt;Andre ædelgranarter;2000;960,6
Ribe Amt;Andre nåletræarter;1990;9628,8
Ribe Amt;Andre nåletræarter;2000;10235,6
Billund;Skovareal i alt;1990;3365,2
Billund;Skovareal i alt;2000;3752,9
Billund;Hjælpearealer;1990;335,4
Billund;Hjælpearealer;2000;120,0
Billund;Skovbevokset areal i alt;1990;3029,8
Billund;Skovbevokset areal i alt;2000;3632,9
Billund;Midlertidig ubevokset;1990;47,1
Billund;Midlertidig ubevokset;2000;35,7
Billund;Løvtræer, areal i alt;1990;128,7
Billund;Løvtræer, areal i alt;2000;239,3
Billund;Bøg;1990;43,7
Billund;Bøg;2000;68,1
Billund;Eg;1990;56,2
Billund;Eg;2000;123,6
Billund;Ask;1990;0,0
Billund;Ask;2000;0,0
