OMRÅDE;BEVOKSNING;TID;INDHOLD
Tølløse;Andre løvtræarter;1990;49,3
Tølløse;Andre løvtræarter;2000;50,3
Tølløse;Nåletræer i alt;1990;226,4
Tølløse;Nåletræer i alt;2000;362,9
Tølløse;Rødgran;1990;122,4
Tølløse;Rødgran;2000;150,3
Tølløse;Sitkagran mv.;1990;7,5
Tølløse;Sitkagran mv.;2000;15,8
Tølløse;Nobilis;1990;32,2
Tølløse;Nobilis;2000;42,4
Tølløse;Nordmannsgran;1990;35,9
Tølløse;Nordmannsgran;2000;102,9
Tølløse;Andre ædelgranarter;1990;9,2
Tølløse;Andre ædelgranarter;2000;10,8
Tølløse;Andre nåletræarter;1990;19,2
Tølløse;Andre nåletræarter;2000;40,7
Storstrøms Amt;Skovareal i alt;1990;37562,8
Storstrøms Amt;Skovareal i alt;2000;38566,6
Storstrøms Amt;Hjælpearealer;1990;2208,5
Storstrøms Amt;Hjælpearealer;2000;1108,5
Storstrøms Amt;Skovbevokset areal i alt;1990;35354,3
Storstrøms Amt;Skovbevokset areal i alt;2000;37458,1
Storstrøms Amt;Midlertidig ubevokset;1990;385,9
Storstrøms Amt;Midlertidig ubevokset;2000;486,4
Storstrøms Amt;Løvtræer, areal i alt;1990;24448,3
Storstrøms Amt;Løvtræer, areal i alt;2000;26202,2
Storstrøms Amt;Bøg;1990;13989,4
Storstrøms Amt;Bøg;2000;13689,3
Storstrøms Amt;Eg;1990;4565,6
Storstrøms Amt;Eg;2000;5580,9
Storstrøms Amt;Ask;1990;1705,8
Storstrøms Amt;Ask;2000;2156,4
Storstrøms Amt;Ær (Ahorn);1990;1889,2
Storstrøms Amt;Ær (Ahorn);2000;2054,0
Storstrøms Amt;Andre løvtræarter;1990;2298,3
Storstrøms Amt;Andre løvtræarter;2000;2721,6
Storstrøms Amt;Nåletræer i alt;1990;10520,1
Storstrøms Amt;Nåletræer i alt;2000;10769,5
Storstrøms Amt;Rødgran;1990;5783,5
Storstrøms Amt;Rødgran;2000;4796,3
Storstrøms Amt;Sitkagran mv.;1990;1271,5
Storstrøms Amt;Sitkagran mv.;2000;1200,3
Storstrøms Amt;Nobilis;1990;360,3
Storstrøms Amt;Nobilis;2000;484,5
Storstrøms Amt;Nordmannsgran;1990;1215,4
Storstrøms Amt;Nordmannsgran;2000;2338,5
Storstrøms Amt;Andre ædelgranarter;1990;482,6
Storstrøms Amt;Andre ædelgranarter;2000;470,5
Storstrøms Amt;Andre nåletræarter;1990;1406,8
Storstrøms Amt;Andre nåletræarter;2000;1479,4
Fakse;Skovareal i alt;1990;2820,0
Fakse;Skovareal i alt;2000;2581,1
Fakse;Hjælpearealer;1990;73,2
Fakse;Hjælpearealer;2000;83,2
Fakse;Skovbevokset areal i alt;1990;2746,8
Fakse;Skovbevokset areal i alt;2000;2497,9
Fakse;Midlertidig ubevokset;1990;19,8
Fakse;Midlertidig ubevokset;2000;29,6
Fakse;Løvtræer, areal i alt;1990;1772,6
Fakse;Løvtræer, areal i alt;2000;1643,6
Fakse;Bøg;1990;923,3
Fakse;Bøg;2000;753,4
Fakse;Eg;1990;568,9
Fakse;Eg;2000;622,9
Fakse;Ask;1990;84,1
Fakse;Ask;2000;104,2
Fakse;Ær (Ahorn);1990;100,2
Fakse;Ær (Ahorn);2000;88,4
Fakse;Andre løvtræarter;1990;96,1
Fakse;Andre løvtræarter;2000;74,7
Fakse;Nåletræer i alt;1990;954,4
Fakse;Nåletræer i alt;2000;824,7
Fakse;Rødgran;1990;461,7
Fakse;Rødgran;2000;382,4
Fakse;Sitkagran mv.;1990;122,6
Fakse;Sitkagran mv.;2000;89,4
Fakse;Nobilis;1990;34,4
Fakse;Nobilis;2000;21,2
Fakse;Nordmannsgran;1990;93,1
Fakse;Nordmannsgran;2000;118,3
Fakse;Andre ædelgranarter;1990;71,5
Fakse;Andre ædelgranarter;2000;50,2
Fakse;Andre nåletræarter;1990;171,1
Fakse;Andre nåletræarter;2000;163,2
Fladså;Skovareal i alt;1990;1158,8
Fladså;Skovareal i alt;2000;1059,8
Fladså;Hjælpearealer;1990;112,8
Fladså;Hjælpearealer;2000;34,6
Fladså;Skovbevokset areal i alt;1990;1046,0
Fladså;Skovbevokset areal i alt;2000;1025,2
Fladså;Midlertidig ubevokset;1990;17,5
Fladså;Midlertidig ubevokset;2000;7,6
Fladså;Løvtræer, areal i alt;1990;659,4
Fladså;Løvtræer, areal i alt;2000;622,9
Fladså;Bøg;1990;424,9
Fladså;Bøg;2000;405,9
Fladså;Eg;1990;58,0
Fladså;Eg;2000;74,9
Fladså;Ask;1990;56,8
Fladså;Ask;2000;46,7
Fladså;Ær (Ahorn);1990;45,6
Fladså;Ær (Ahorn);2000;44,6
Fladså;Andre løvtræarter;1990;74,1
Fladså;Andre løvtræarter;2000;50,8
Fladså;Nåletræer i alt;1990;369,1
Fladså;Nåletræer i alt;2000;394,7
Fladså;Rødgran;1990;256,5
Fladså;Rødgran;2000;209,1
Fladså;Sitkagran mv.;1990;30,3
Fladså;Sitkagran mv.;2000;15,2
Fladså;Nobilis;1990;15,5
Fladså;Nobilis;2000;12,4
Fladså;Nordmannsgran;1990;34,7
Fladså;Nordmannsgran;2000;113,3
Fladså;Andre ædelgranarter;1990;0,8
Fladså;Andre ædelgranarter;2000;1,5
Fladså;Andre nåletræarter;1990;31,3
Fladså;Andre nåletræarter;2000;43,2
Holeby;Skovareal i alt;1990;1223,4
Holeby;Skovareal i alt;2000;1318,8
Holeby;Hjælpearealer;1990;34,5
Holeby;Hjælpearealer;2000;51,4
Holeby;Skovbevokset areal i alt;1990;1188,9
Holeby;Skovbevokset areal i alt;2000;1267,4
Holeby;Midlertidig ubevokset;1990;5,2
Holeby;Midlertidig ubevokset;2000;42,0
Holeby;Løvtræer, areal i alt;1990;960,7
Holeby;Løvtræer, areal i alt;2000;997,0
Holeby;Bøg;1990;414,1
Holeby;Bøg;2000;349,3
Holeby;Eg;1990;108,0
Holeby;Eg;2000;147,8
Holeby;Ask;1990;39,7
Holeby;Ask;2000;114,8
Holeby;Ær (Ahorn);1990;62,7
Holeby;Ær (Ahorn);2000;46,5
Holeby;Andre løvtræarter;1990;336,2
Holeby;Andre løvtræarter;2000;338,6
Holeby;Nåletræer i alt;1990;223,0
Holeby;Nåletræer i alt;2000;228,4
Holeby;Rødgran;1990;178,1
Holeby;Rødgran;2000;142,5
Holeby;Sitkagran mv.;1990;4,0
Holeby;Sitkagran mv.;2000;9,3
Holeby;Nobilis;1990;1,5
Holeby;Nobilis;2000;4,9
Holeby;Nordmannsgran;1990;16,9
Holeby;Nordmannsgran;2000;35,9
Holeby;Andre ædelgranarter;1990;4,5
Holeby;Andre ædelgranarter;2000;2,1
Holeby;Andre nåletræarter;1990;18,0
Holeby;Andre nåletræarter;2000;33,7
Holmegaard;Skovareal i alt;1990;532,0
Holmegaard;Skovareal i alt;2000;822,7
Holmegaard;Hjælpearealer;1990;37,1
Holmegaard;Hjælpearealer;2000;20,5
Holmegaard;Skovbevokset areal i alt;1990;494,9
Holmegaard;Skovbevokset areal i alt;2000;802,2
Holmegaard;Midlertidig ubevokset;1990;5,2
Holmegaard;Midlertidig ubevokset;2000;5,3
Holmegaard;Løvtræer, areal i alt;1990;279,7
Holmegaard;Løvtræer, areal i alt;2000;498,9
Holmegaard;Bøg;1990;149,5
Holmegaard;Bøg;2000;182,9
Holmegaard;Eg;1990;49,3
Holmegaard;Eg;2000;82,5
Holmegaard;Ask;1990;9,8
Holmegaard;Ask;2000;14,7
Holmegaard;Ær (Ahorn);1990;28,4
Holmegaard;Ær (Ahorn);2000;21,8
Holmegaard;Andre løvtræarter;1990;42,7
Holmegaard;Andre løvtræarter;2000;197,0
Holmegaard;Nåletræer i alt;1990;210,0
Holmegaard;Nåletræer i alt;2000;298,0
Holmegaard;Rødgran;1990;174,5
Holmegaard;Rødgran;2000;213,3
Holmegaard;Sitkagran mv.;1990;8,9
Holmegaard;Sitkagran mv.;2000;14,2
Holmegaard;Nobilis;1990;3,4
Holmegaard;Nobilis;2000;7,0
Holmegaard;Nordmannsgran;1990;15,5
Holmegaard;Nordmannsgran;2000;50,5
Holmegaard;Andre ædelgranarter;1990;1,4
Holmegaard;Andre ædelgranarter;2000;2,8
Holmegaard;Andre nåletræarter;1990;6,3
Holmegaard;Andre nåletræarter;2000;10,2
Højreby;Skovareal i alt;1990;1652,6
Højreby;Skovareal i alt;2000;1592,4
Højreby;Hjælpearealer;1990;60,9
Højreby;Hjælpearealer;2000;22,9
Højreby;Skovbevokset areal i alt;1990;1591,7
Højreby;Skovbevokset areal i alt;2000;1569,5
Højreby;Midlertidig ubevokset;1990;13,6
Højreby;Midlertidig ubevokset;2000;15,3
Højreby;Løvtræer, areal i alt;1990;1107,0
Højreby;Løvtræer, areal i alt;2000;1128,1
Højreby;Bøg;1990;665,6
Højreby;Bøg;2000;594,7
Højreby;Eg;1990;239,6
Højreby;Eg;2000;297,3
Højreby;Ask;1990;71,3
Højreby;Ask;2000;90,9
Højreby;Ær (Ahorn);1990;90,8
Højreby;Ær (Ahorn);2000;100,4
Højreby;Andre løvtræarter;1990;39,7
Højreby;Andre løvtræarter;2000;44,8
Højreby;Nåletræer i alt;1990;471,1
Højreby;Nåletræer i alt;2000;426,1
Højreby;Rødgran;1990;300,3
Højreby;Rødgran;2000;218,0
Højreby;Sitkagran mv.;1990;43,9
Højreby;Sitkagran mv.;2000;41,2
Højreby;Nobilis;1990;1,6
Højreby;Nobilis;2000;2,6
Højreby;Nordmannsgran;1990;66,4
Højreby;Nordmannsgran;2000;83,6
Højreby;Andre ædelgranarter;1990;12,6
Højreby;Andre ædelgranarter;2000;31,9
Højreby;Andre nåletræarter;1990;46,3
Højreby;Andre nåletræarter;2000;48,8
Langebæk;Skovareal i alt;1990;2126,4
Langebæk;Skovareal i alt;2000;1792,4
Langebæk;Hjælpearealer;1990;82,9
Langebæk;Hjælpearealer;2000;59,3
Langebæk;Skovbevokset areal i alt;1990;2043,5
Langebæk;Skovbevokset areal i alt;2000;1733,1
Langebæk;Midlertidig ubevokset;1990;37,1
Langebæk;Midlertidig ubevokset;2000;29,4
Langebæk;Løvtræer, areal i alt;1990;1406,1
Langebæk;Løvtræer, areal i alt;2000;1194,9
Langebæk;Bøg;1990;787,6
Langebæk;Bøg;2000;608,5
Langebæk;Eg;1990;318,9
Langebæk;Eg;2000;301,7
Langebæk;Ask;1990;136,4
Langebæk;Ask;2000;123,8
Langebæk;Ær (Ahorn);1990;99,3
Langebæk;Ær (Ahorn);2000;109,8
Langebæk;Andre løvtræarter;1990;63,9
Langebæk;Andre løvtræarter;2000;51,1
Langebæk;Nåletræer i alt;1990;600,3
Langebæk;Nåletræer i alt;2000;508,8
Langebæk;Rødgran;1990;318,2
Langebæk;Rødgran;2000;198,9
Langebæk;Sitkagran mv.;1990;21,2
Langebæk;Sitkagran mv.;2000;21,3
Langebæk;Nobilis;1990;20,0
Langebæk;Nobilis;2000;32,7
Langebæk;Nordmannsgran;1990;117,1
Langebæk;Nordmannsgran;2000;150,2
Langebæk;Andre ædelgranarter;1990;41,5
Langebæk;Andre ædelgranarter;2000;16,5
Langebæk;Andre nåletræarter;1990;82,3
Langebæk;Andre nåletræarter;2000;89,2
Maribo;Skovareal i alt;1990;2239,7
Maribo;Skovareal i alt;2000;2162,9
Maribo;Hjælpearealer;1990;251,9
Maribo;Hjælpearealer;2000;62,3
Maribo;Skovbevokset areal i alt;1990;1987,8
Maribo;Skovbevokset areal i alt;2000;2100,6
Maribo;Midlertidig ubevokset;1990;14,2
Maribo;Midlertidig ubevokset;2000;22,2
Maribo;Løvtræer, areal i alt;1990;1353,1
Maribo;Løvtræer, areal i alt;2000;1474,0
Maribo;Bøg;1990;755,8
Maribo;Bøg;2000;783,0
Maribo;Eg;1990;287,2
Maribo;Eg;2000;360,8
Maribo;Ask;1990;62,2
Maribo;Ask;2000;81,6
Maribo;Ær (Ahorn);1990;118,3
Maribo;Ær (Ahorn);2000;90,4
Maribo;Andre løvtræarter;1990;129,6
Maribo;Andre løvtræarter;2000;158,2
Maribo;Nåletræer i alt;1990;620,5
Maribo;Nåletræer i alt;2000;604,4
Maribo;Rødgran;1990;238,7
Maribo;Rødgran;2000;223,7
Maribo;Sitkagran mv.;1990;96,6
Maribo;Sitkagran mv.;2000;89,3
Maribo;Nobilis;1990;6,5
Maribo;Nobilis;2000;5,8
Maribo;Nordmannsgran;1990;69,5
Maribo;Nordmannsgran;2000;139,4
Maribo;Andre ædelgranarter;1990;51,1
Maribo;Andre ædelgranarter;2000;53,0
Maribo;Andre nåletræarter;1990;158,1
Maribo;Andre nåletræarter;2000;93,2
Møn;Skovareal i alt;1990;2072,7
Møn;Skovareal i alt;2000;2013,8
Møn;Hjælpearealer;1990;214,9
Møn;Hjælpearealer;2000;53,8
Møn;Skovbevokset areal i alt;1990;1857,8
Møn;Skovbevokset areal i alt;2000;1960,0
Møn;Midlertidig ubevokset;1990;41,3
Møn;Midlertidig ubevokset;2000;3,8
Møn;Løvtræer, areal i alt;1990;1505,3
Møn;Løvtræer, areal i alt;2000;1627,6
Møn;Bøg;1990;974,8
Møn;Bøg;2000;1013,0
Møn;Eg;1990;150,0
Møn;Eg;2000;182,2
Møn;Ask;1990;88,7
Møn;Ask;2000;95,4
Møn;Ær (Ahorn);1990;214,2
Møn;Ær (Ahorn);2000;212,4
Møn;Andre løvtræarter;1990;77,6
Møn;Andre løvtræarter;2000;124,6
Møn;Nåletræer i alt;1990;311,2
Møn;Nåletræer i alt;2000;328,6
Møn;Rødgran;1990;137,0
Møn;Rødgran;2000;100,9
Møn;Sitkagran mv.;1990;41,8
Møn;Sitkagran mv.;2000;41,2
Møn;Nobilis;1990;14,1
Møn;Nobilis;2000;17,5
Møn;Nordmannsgran;1990;34,5
Møn;Nordmannsgran;2000;78,2
Møn;Andre ædelgranarter;1990;0,8
Møn;Andre ædelgranarter;2000;1,3
Møn;Andre nåletræarter;1990;83,0
Møn;Andre nåletræarter;2000;89,5
Nakskov;Skovareal i alt;1990;47,4
Nakskov;Skovareal i alt;2000;51,8
Nakskov;Hjælpearealer;1990;0,0
Nakskov;Hjælpearealer;2000;0,0
Nakskov;Skovbevokset areal i alt;1990;47,4
Nakskov;Skovbevokset areal i alt;2000;51,8
Nakskov;Midlertidig ubevokset;1990;0,0
Nakskov;Midlertidig ubevokset;2000;0,8
Nakskov;Løvtræer, areal i alt;1990;38,3
Nakskov;Løvtræer, areal i alt;2000;43,3
Nakskov;Bøg;1990;18,9
Nakskov;Bøg;2000;28,5
Nakskov;Eg;1990;3,5
Nakskov;Eg;2000;3,7
Nakskov;Ask;1990;2,0
Nakskov;Ask;2000;2,6
Nakskov;Ær (Ahorn);1990;3,0
Nakskov;Ær (Ahorn);2000;1,1
Nakskov;Andre løvtræarter;1990;10,9
Nakskov;Andre løvtræarter;2000;7,4
Nakskov;Nåletræer i alt;1990;9,1
Nakskov;Nåletræer i alt;2000;7,7
Nakskov;Rødgran;1990;5,3
Nakskov;Rødgran;2000;0,9
Nakskov;Sitkagran mv.;1990;2,4
Nakskov;Sitkagran mv.;2000;0,8
Nakskov;Nobilis;1990;0,0
Nakskov;Nobilis;2000;0,0
Nakskov;Nordmannsgran;1990;0,0
Nakskov;Nordmannsgran;2000;2,8
Nakskov;Andre ædelgranarter;1990;0,0
Nakskov;Andre ædelgranarter;2000;0,0
Nakskov;Andre nåletræarter;1990;1,4
Nakskov;Andre nåletræarter;2000;3,2
Nykøbing-Falster;Skovareal i alt;1990;2801,4
Nykøbing-Falster;Skovareal i alt;2000;2723,0
Nykøbing-Falster;Hjælpearealer;1990;192,4
Nykøbing-Falster;Hjælpearealer;2000;72,7
Nykøbing-Falster;Skovbevokset areal i alt;1990;2609,0
Nykøbing-Falster;Skovbevokset areal i alt;2000;2650,3
Nykøbing-Falster;Midlertidig ubevokset;1990;27,9
Nykøbing-Falster;Midlertidig ubevokset;2000;33,3
Nykøbing-Falster;Løvtræer, areal i alt;1990;1898,7
Nykøbing-Falster;Løvtræer, areal i alt;2000;1997,5
Nykøbing-Falster;Bøg;1990;1322,7
Nykøbing-Falster;Bøg;2000;1297,6
Nykøbing-Falster;Eg;1990;277,4
Nykøbing-Falster;Eg;2000;329,2
Nykøbing-Falster;Ask;1990;93,6
Nykøbing-Falster;Ask;2000;134,2
Nykøbing-Falster;Ær (Ahorn);1990;107,0
Nykøbing-Falster;Ær (Ahorn);2000;113,3
Nykøbing-Falster;Andre løvtræarter;1990;98,0
Nykøbing-Falster;Andre løvtræarter;2000;123,2
Nykøbing-Falster;Nåletræer i alt;1990;682,4
Nykøbing-Falster;Nåletræer i alt;2000;619,5
Nykøbing-Falster;Rødgran;1990;419,3
Nykøbing-Falster;Rødgran;2000;332,0
Nykøbing-Falster;Sitkagran mv.;1990;54,3
Nykøbing-Falster;Sitkagran mv.;2000;44,1
Nykøbing-Falster;Nobilis;1990;12,3
Nykøbing-Falster;Nobilis;2000;10,4
Nykøbing-Falster;Nordmannsgran;1990;61,0
Nykøbing-Falster;Nordmannsgran;2000;101,0
Nykøbing-Falster;Andre ædelgranarter;1990;31,6
Nykøbing-Falster;Andre ædelgranarter;2000;34,4
Nykøbing-Falster;Andre nåletræarter;1990;103,9
Nykøbing-Falster;Andre nåletræarter;2000;97,6
Nysted;Skovareal i alt;1990;1473,3
Nysted;Skovareal i alt;2000;1568,1
Nysted;Hjælpearealer;1990;71,5
Nysted;Hjælpearealer;2000;33,7
Nysted;Skovbevokset areal i alt;1990;1401,8
Nysted;Skovbevokset areal i alt;2000;1534,4
Nysted;Midlertidig ubevokset;1990;17,2
Nysted;Midlertidig ubevokset;2000;16,1
Nysted;Løvtræer, areal i alt;1990;1039,6
Nysted;Løvtræer, areal i alt;2000;1169,1
Nysted;Bøg;1990;622,0
Nysted;Bøg;2000;632,9
Nysted;Eg;1990;218,1
Nysted;Eg;2000;264,2
Nysted;Ask;1990;47,6
Nysted;Ask;2000;97,3
Nysted;Ær (Ahorn);1990;36,8
Nysted;Ær (Ahorn);2000;45,6
Nysted;Andre løvtræarter;1990;115,1
Nysted;Andre løvtræarter;2000;129,1
Nysted;Nåletræer i alt;1990;345,0
Nysted;Nåletræer i alt;2000;349,2
Nysted;Rødgran;1990;231,2
Nysted;Rødgran;2000;186,4
Nysted;Sitkagran mv.;1990;25,0
Nysted;Sitkagran mv.;2000;28,8
Nysted;Nobilis;1990;1,1
Nysted;Nobilis;2000;2,0
Nysted;Nordmannsgran;1990;37,3
Nysted;Nordmannsgran;2000;89,8
Nysted;Andre ædelgranarter;1990;11,8
Nysted;Andre ædelgranarter;2000;5,6
Nysted;Andre nåletræarter;1990;38,6
Nysted;Andre nåletræarter;2000;36,6
Næstved;Skovareal i alt;1990;2426,4
Næstved;Skovareal i alt;2000;2188,8
Næstved;Hjælpearealer;1990;188,0
Næstved;Hjælpearealer;2000;52,6
Næstved;Skovbevokset areal i alt;1990;2238,4
Næstved;Skovbevokset areal i alt;2000;2136,2
Næstved;Midlertidig ubevokset;1990;34,3
Næstved;Midlertidig ubevokset;2000;41,2
Næstved;Løvtræer, areal i alt;1990;1352,9
Næstved;Løvtræer, areal i alt;2000;1286,6
Næstved;Bøg;1990;757,0
Næstved;Bøg;2000;671,9
Næstved;Eg;1990;222,8
Næstved;Eg;2000;251,0
Næstved;Ask;1990;142,3
Næstved;Ask;2000;108,3
Næstved;Ær (Ahorn);1990;99,5
Næstved;Ær (Ahorn);2000;97,7
Næstved;Andre løvtræarter;1990;131,3
Næstved;Andre løvtræarter;2000;157,7
Næstved;Nåletræer i alt;1990;851,2
Næstved;Nåletræer i alt;2000;808,4
Næstved;Rødgran;1990;431,2
Næstved;Rødgran;2000;292,9
Næstved;Sitkagran mv.;1990;104,9
Næstved;Sitkagran mv.;2000;119,9
Næstved;Nobilis;1990;48,3
Næstved;Nobilis;2000;75,2
Næstved;Nordmannsgran;1990;115,5
Næstved;Nordmannsgran;2000;166,4
Næstved;Andre ædelgranarter;1990;46,6
Næstved;Andre ædelgranarter;2000;58,0
Næstved;Andre nåletræarter;1990;104,7
Næstved;Andre nåletræarter;2000;96,0
Nørre Alslev;Skovareal i alt;1990;1369,4
Nørre Alslev;Skovareal i alt;2000;1359,0
Nørre Alslev;Hjælpearealer;1990;100,8
Nørre Alslev;Hjælpearealer;2000;33,1
Nørre Alslev;Skovbevokset areal i alt;1990;1268,6
Nørre Alslev;Skovbevokset areal i alt;2000;1325,9
Nørre Alslev;Midlertidig ubevokset;1990;10,5
Nørre Alslev;Midlertidig ubevokset;2000;10,8
Nørre Alslev;Løvtræer, areal i alt;1990;1024,9
Nørre Alslev;Løvtræer, areal i alt;2000;1126,5
Nørre Alslev;Bøg;1990;613,7
Nørre Alslev;Bøg;2000;661,0
Nørre Alslev;Eg;1990;138,5
Nørre Alslev;Eg;2000;157,2
Nørre Alslev;Ask;1990;116,8
Nørre Alslev;Ask;2000;100,0
Nørre Alslev;Ær (Ahorn);1990;126,0
Nørre Alslev;Ær (Ahorn);2000;160,6
Nørre Alslev;Andre løvtræarter;1990;29,9
Nørre Alslev;Andre løvtræarter;2000;47,7
Nørre Alslev;Nåletræer i alt;1990;233,2
Nørre Alslev;Nåletræer i alt;2000;188,6
Nørre Alslev;Rødgran;1990;162,5
Nørre Alslev;Rødgran;2000;89,4
Nørre Alslev;Sitkagran mv.;1990;40,7
Nørre Alslev;Sitkagran mv.;2000;40,7
Nørre Alslev;Nobilis;1990;1,3
Nørre Alslev;Nobilis;2000;2,5
Nørre Alslev;Nordmannsgran;1990;10,6
Nørre Alslev;Nordmannsgran;2000;32,3
Nørre Alslev;Andre ædelgranarter;1990;10,9
Nørre Alslev;Andre ædelgranarter;2000;10,2
Nørre Alslev;Andre nåletræarter;1990;7,2
Nørre Alslev;Andre nåletræarter;2000;13,5
Præstø;Skovareal i alt;1990;1250,5
Præstø;Skovareal i alt;2000;1872,6
Præstø;Hjælpearealer;1990;59,9
Præstø;Hjælpearealer;2000;75,2
Præstø;Skovbevokset areal i alt;1990;1190,6
Præstø;Skovbevokset areal i alt;2000;1797,4
Præstø;Midlertidig ubevokset;1990;7,5
Præstø;Midlertidig ubevokset;2000;39,5
Præstø;Løvtræer, areal i alt;1990;799,3
Præstø;Løvtræer, areal i alt;2000;1178,4
Præstø;Bøg;1990;484,4
Præstø;Bøg;2000;645,2
Præstø;Eg;1990;74,1
Præstø;Eg;2000;161,2
Præstø;Ask;1990;88,1
Præstø;Ask;2000;138,1
Præstø;Ær (Ahorn);1990;82,7
Præstø;Ær (Ahorn);2000;126,6
Præstø;Andre løvtræarter;1990;70,0
Præstø;Andre løvtræarter;2000;107,3
Præstø;Nåletræer i alt;1990;383,8
Præstø;Nåletræer i alt;2000;579,5
Præstø;Rødgran;1990;168,5
Præstø;Rødgran;2000;202,3
Præstø;Sitkagran mv.;1990;77,8
Præstø;Sitkagran mv.;2000;82,3
Præstø;Nobilis;1990;16,7
Præstø;Nobilis;2000;36,0
Præstø;Nordmannsgran;1990;49,6
Præstø;Nordmannsgran;2000;163,7
Præstø;Andre ædelgranarter;1990;27,9
Præstø;Andre ædelgranarter;2000;21,5
Præstø;Andre nåletræarter;1990;43,3
Præstø;Andre nåletræarter;2000;73,7
Ravnsborg;Skovareal i alt;1990;872,2
Ravnsborg;Skovareal i alt;2000;922,7
Ravnsborg;Hjælpearealer;1990;18,2
Ravnsborg;Hjælpearealer;2000;15,2
Ravnsborg;Skovbevokset areal i alt;1990;854,0
Ravnsborg;Skovbevokset areal i alt;2000;907,5
Ravnsborg;Midlertidig ubevokset;1990;5,8
Ravnsborg;Midlertidig ubevokset;2000;2,8
Ravnsborg;Løvtræer, areal i alt;1990;613,2
Ravnsborg;Løvtræer, areal i alt;2000;626,5
Ravnsborg;Bøg;1990;427,9
Ravnsborg;Bøg;2000;350,9
Ravnsborg;Eg;1990;67,0
Ravnsborg;Eg;2000;105,5
Ravnsborg;Ask;1990;11,4
Ravnsborg;Ask;2000;46,7
Ravnsborg;Ær (Ahorn);1990;53,5
Ravnsborg;Ær (Ahorn);2000;54,3
Ravnsborg;Andre løvtræarter;1990;53,4
Ravnsborg;Andre løvtræarter;2000;69,1
Ravnsborg;Nåletræer i alt;1990;235,0
Ravnsborg;Nåletræer i alt;2000;278,2
Ravnsborg;Rødgran;1990;118,6
Ravnsborg;Rødgran;2000;93,6
Ravnsborg;Sitkagran mv.;1990;30,1
Ravnsborg;Sitkagran mv.;2000;17,1
Ravnsborg;Nobilis;1990;7,3
Ravnsborg;Nobilis;2000;23,2
Ravnsborg;Nordmannsgran;1990;45,1
Ravnsborg;Nordmannsgran;2000;92,1
Ravnsborg;Andre ædelgranarter;1990;17,8
Ravnsborg;Andre ædelgranarter;2000;17,9
Ravnsborg;Andre nåletræarter;1990;16,1
Ravnsborg;Andre nåletræarter;2000;34,3
Rudbjerg;Skovareal i alt;1990;675,6
Rudbjerg;Skovareal i alt;2000;634,9
Rudbjerg;Hjælpearealer;1990;32,8
Rudbjerg;Hjælpearealer;2000;9,9
Rudbjerg;Skovbevokset areal i alt;1990;642,8
Rudbjerg;Skovbevokset areal i alt;2000;625,0
Rudbjerg;Midlertidig ubevokset;1990;4,0
Rudbjerg;Midlertidig ubevokset;2000;5,7
Rudbjerg;Løvtræer, areal i alt;1990;454,0
Rudbjerg;Løvtræer, areal i alt;2000;484,4
Rudbjerg;Bøg;1990;229,9
Rudbjerg;Bøg;2000;256,3
Rudbjerg;Eg;1990;96,5
Rudbjerg;Eg;2000;106,0
Rudbjerg;Ask;1990;34,5
Rudbjerg;Ask;2000;39,6
Rudbjerg;Ær (Ahorn);1990;26,1
Rudbjerg;Ær (Ahorn);2000;28,0
Rudbjerg;Andre løvtræarter;1990;67,0
Rudbjerg;Andre løvtræarter;2000;54,5
Rudbjerg;Nåletræer i alt;1990;184,8
Rudbjerg;Nåletræer i alt;2000;134,9
Rudbjerg;Rødgran;1990;93,9
Rudbjerg;Rødgran;2000;71,2
Rudbjerg;Sitkagran mv.;1990;19,2
Rudbjerg;Sitkagran mv.;2000;0,0
Rudbjerg;Nobilis;1990;10,3
Rudbjerg;Nobilis;2000;0,0
Rudbjerg;Nordmannsgran;1990;25,8
Rudbjerg;Nordmannsgran;2000;44,4
Rudbjerg;Andre ædelgranarter;1990;17,3
Rudbjerg;Andre ædelgranarter;2000;1,6
Rudbjerg;Andre nåletræarter;1990;18,3
Rudbjerg;Andre nåletræarter;2000;17,7
Rødby;Skovareal i alt;1990;529,1
Rødby;Skovareal i alt;2000;539,0
Rødby;Hjælpearealer;1990;22,6
Rødby;Hjælpearealer;2000;4,1
Rødby;Skovbevokset areal i alt;1990;506,5
Rødby;Skovbevokset areal i alt;2000;534,9
Rødby;Midlertidig ubevokset;1990;7,7
Rødby;Midlertidig ubevokset;2000;5,8
Rødby;Løvtræer, areal i alt;1990;360,0
Rødby;Løvtræer, areal i alt;2000;393,1
Rødby;Bøg;1990;239,6
Rødby;Bøg;2000;233,9
Rødby;Eg;1990;45,9
Rødby;Eg;2000;82,6
Rødby;Ask;1990;25,4
Rødby;Ask;2000;32,6
Rødby;Ær (Ahorn);1990;19,8
Rødby;Ær (Ahorn);2000;17,0
Rødby;Andre løvtræarter;1990;29,3
Rødby;Andre løvtræarter;2000;27,0
Rødby;Nåletræer i alt;1990;138,8
Rødby;Nåletræer i alt;2000;136,0
Rødby;Rødgran;1990;87,8
Rødby;Rødgran;2000;86,8
Rødby;Sitkagran mv.;1990;17,7
Rødby;Sitkagran mv.;2000;11,4
Rødby;Nobilis;1990;1,0
Rødby;Nobilis;2000;0,9
Rødby;Nordmannsgran;1990;7,2
Rødby;Nordmannsgran;2000;11,3
